id,title,author,ISBN,series,avg_rating,pages,rating_count,review_count,book_format,published_year,publisher
439,Monster Island,David Wellington,1560258500,(Monster Island #1),3.60,282,10012,523,Paperback,March 24th 2006,Running Press Adult
440,The Wolf's Hour,Robert R. McCammon,0671731424,(Michael Gallatin #1),4.05,603,9564,423,Mass Market Paperback,August 15th 1990,Pocket Books
441,Bloody Bones,Laurell K. Hamilton,0425205673,"(Anita Blake, Vampire Hunter #5)",4.11,336,65708,1222,Hardcover,November 1st 2005,Berkley Hardcover
442,Haunted,James Herbert,033045157X,(David Ash #1),3.79,228,5461,326,Paperback,1989,Pan Books (UK)
443,Doll Bones,Holly Black,1416963987,,3.69,244,22171,3711,Hardcover,May 7th 2013,Margaret K. McElderry Books
444,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,H.P. Lovecraft,0345384210,,4.26,387,6159,154,Paperback,February 25th 2003,Del Rey
445,Demon Seed,Dean Koontz,0425158594,,3.41,301,12949,479,Mass Market Paperback,July 1st 1997,Berkley
446,"Uzumaki: Spiral Into Horror, Vol. 3",Junji Ito,1591160480,(Uzumaki #3),4.27,250,6600,361,Paperback,October 6th 2002,Viz Media
447,Reliquary,Douglas Preston,0765354950,(Pendergast #2),4.02,464,35374,1305,Mass Market Paperback,August 1st 2005,Tor Books
448,The Dark Descent of Elizabeth Frankenstein,Kiersten White,0525577947,,3.94,304,7646,2094,Hardcover,September 25th 2018,Delacorte Press
449,What the Night Knows,Dean Koontz,0553807722,(What the Night Knows #1),3.75,442,17812,1672,Hardcover,December 28th 2010,Bantam
450,The Red Tree,Caitlín R. Kiernan,0451462769,,3.66,385,2701,400,Paperback,August 4th 2009,Ace Books
451,Sole Survivor,Dean Koontz,0553589490,,3.78,403,25158,668,Paperback,July 25th 2006,Bantam Books
452,It,Stephen King,0450411435,,4.23,1116,667849,20282,Paperback,October 1st 1987,New English Library
453,Dracula,Bram Stoker,0393970124,,3.99,488,817136,21302,Paperback,May 12th 1986,Norton
454,Carrie,Stephen King,1416524304,,3.95,253,447620,11266,Mass Market Paperback,November 1st 2005,Pocket Books
455,Pet Sematary,Stephen King,,,3.96,580,356382,10004,Kindle Edition,May 13th 2014,Scribner
456,Frankenstein,Mary Wollstonecraft Shelley,,,3.78,288,1026355,26960,Paperback,March 8th 2018,Penguin Classics
457,'Salem's Lot,Stephen King,0450031063,,4.01,483,291117,8267,Paperback,1991,New English Library
458,The Stand,Stephen King,0385199570,,4.34,1153,547397,16766,Hardcover,May 1st 1990,Doubleday Books
459,Misery,Stephen King,0450417395,,4.15,370,426603,9008,Paperback,November 1st 1988,New English Library
460,The Haunting of Hill House,Shirley Jackson,0143039989,,3.86,208,111897,10417,Paperback,November 28th 2006,Penguin Classics
461,World War Z: An Oral History of the Zombie War,Max Brooks,0307346609,(Zомби),4.01,342,390505,24051,Hardcover,September 12th 2006,Crown
462,Interview with the Vampire,Anne Rice,0345476875,(The Vampire Chronicles #1),3.99,342,442346,9193,Paperback,August 31st 2004,Ballantine Books
463,Cujo,Stephen King,0307348245,,3.70,432,199315,3859,Paperback,June 6th 2006,Plaza y Janés
464,Doctor Sleep,Stephen King,1476727651,(The Shining #2),4.10,531,143663,15389,Hardcover,September 24th 2013,Scribner
465,Heart-Shaped Box,Joe Hill,0061147931,,3.83,376,91890,7719,Hardcover,February 13th 2007,William Morrow
466,House of Leaves,Mark Z. Danielewski,038560310X,,4.11,705,107665,9636,Paperback,March 7th 2000,Random House
467,NOS4A2,Joe Hill,0062200577,,4.07,692,80532,9912,Hardcover,April 30th 2013,William Morrow
468,Needful Things,Stephen King,045057458X,,3.90,790,185065,3274,Paperback,1992,Hodder & Stoughton Ltd
469,Christine,Stephen King,2253147699,,3.76,411,178448,2835,Paperback,June 13th 2001,LGF
470,Bird Box,Josh Malerman,,(Bird Box #1),4.02,262,101520,13973,Hardcover,May 13th 2014,Ecco
471,The Exorcist,William Peter Blatty,0061007226,(The Exorcist #1),4.16,385,158627,4051,Mass Market Paperback,February 1st 1994,HarperTorch
472,Night Shift,Stephen King,0450042685,,3.99,409,132531,2757,Paperback,April 1979,New English Library
473,Let the Right One In,John Ajvide Lindqvist,1847241697,,4.06,513,78658,5471,Hardcover,August 2nd 2007,Quercus Publishing
474,Cell,Stephen King,1416524517,,3.65,449,175450,5503,Mass Market Paperback,December 2006,Pocket Star Books
475,Horns,Joe Hill,0061147958,,3.92,370,90250,8039,Hardcover,March 1st 2010,William Morrow
476,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,0451528956,,3.80,144,322630,10590,Paperback,September 2nd 2003,Signet Classics
477,The Dead Zone,Stephen King,0451155750,,3.92,402,156931,3201,Mass Market Paperback,August 1980,Signet/New American Library
478,Firestarter,Stephen King,0451167805,,3.87,416,169445,2534,Paperback,August 1st 1981,Berkley Books
479,We Have Always Lived in the Castle,Shirley Jackson,0143039970,,4.01,146,86304,10464,Paperback,October 31st 2006,Penguin Books
480,The Girl With All the Gifts,M.R. Carey,0356500152,(The Girl With All the Gifts #1),3.94,461,166279,18453,Paperback,June 19th 2014,Orbit
481,Coraline,Neil Gaiman,0061139378,,4.05,162,416510,17373,Paperback,August 29th 2006,William Morrow Paperbacks
482,Bag of Bones,Stephen King,067102423X,,3.89,736,157949,3698,Mass Market Paperback,June 1999,Pocket Books
483,The Tommyknockers,Stephen King,,,3.52,747,112296,2322,Mass Market Paperback,April 20th 1993,Signet
484,Thinner,Richard Bachman,0451190750,,3.70,320,156798,2139,Mass Market Paperback,September 1st 1996,Signet
485,The Silence of the Lambs,Thomas  Harris,0099446782,(Hannibal Lecter #2),4.18,338,409895,4926,Paperback,2002,Arrow
486,Under the Dome,Stephen King,1439148503,,3.90,1074,234651,14041,Hardcover,November 10th 2009,Scribner
487,The Dark Half,Stephen King,045052468X,,3.76,469,112606,1810,Paperback,October 7th 1990,New English Library
488,The Gunslinger,Stephen King,,(The Dark Tower #1),3.96,231,458767,17020,Paperback,July 2003,Plume
489,Skeleton Crew,Stephen King,0751504386,,3.95,612,100845,1678,Paperback,May 13th 1993,Warner Books
490,Rosemary's Baby,Ira Levin,0451194004,(Rosemary's Baby #1),3.99,308,98201,3015,Hardcover,September 1st 1997,Signet
491,The Passage,Justin Cronin,0345504968,(The Passage #1),4.04,766,169484,18569,Hardcover,June 8th 2010,Ballantine Books
492,Desperation,Stephen King,,,3.81,547,111325,2272,Mass Market Paperback,August 1st 1997,Signet Book
493,Dreamcatcher,Stephen King,2226131906,,3.62,688,139650,2237,Paperback,March 1st 2002,Albin Michel
494,Insomnia,Stephen King,8497597729,,3.81,890,124678,2896,Pasta blanda,February 28th 2005,Debolsillo
495,The Vampire Lestat,Anne Rice,0345476883,(The Vampire Chronicles #2),4.07,481,163729,3442,Paperback,August 31st 2004,Ballantine Books
496,Gerald's Game,Stephen King,0831727527,,3.50,332,119985,3513,Hardcover,September 1st 1992,Smithmark Publishers
497,I Am Legend and Other Stories,Richard Matheson,031286504X,,4.00,317,111863,4661,Paperback,September 15th 1997,Orb Books
498,Something Wicked This Way Comes,Ray Bradbury,0380729407,(Green Town #2),3.95,293,85592,5791,Mass Market Paperback,March 1st 1998,Avon
499,The Picture of Dorian Gray,Oscar Wilde,0375751513,,4.07,367,824160,24924,Paperback,June 1st 2004,Random House: Modern Library
500,Red Dragon,Thomas  Harris,0525945563,(Hannibal Lecter #1),4.03,348,240353,4232,Hardcover,May 22nd 2000,Dutton
